epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1625494242475,2021-07-05T10.10.42.475,194.584,0.972,0.003,-0.223
1625494242484,2021-07-05T10.10.42.484,194.593,0.975,-0.008,-0.222
1625494242494,2021-07-05T10.10.42.494,194.603,0.969,-0.022,-0.228
1625494242504,2021-07-05T10.10.42.504,194.613,0.971,-0.040,-0.229
1625494242514,2021-07-05T10.10.42.514,194.623,0.971,-0.056,-0.222
1625494242525,2021-07-05T10.10.42.525,194.634,0.969,-0.070,-0.225
1625494242535,2021-07-05T10.10.42.535,194.644,0.971,-0.083,-0.220
1625494242545,2021-07-05T10.10.42.545,194.654,0.970,-0.098,-0.210
1625494242555,2021-07-05T10.10.42.555,194.664,0.972,-0.104,-0.210
1625494242566,2021-07-05T10.10.42.566,194.675,0.977,-0.122,-0.200
1625494242576,2021-07-05T10.10.42.576,194.685,0.971,-0.139,-0.182
1625494242586,2021-07-05T10.10.42.586,194.695,0.978,-0.141,-0.177
1625494242595,2021-07-05T10.10.42.595,194.704,0.978,-0.146,-0.174
1625494242605,2021-07-05T10.10.42.605,194.714,0.978,-0.168,-0.153
1625494242615,2021-07-05T10.10.42.615,194.724,0.980,-0.170,-0.134
1625494242626,2021-07-05T10.10.42.626,194.735,0.981,-0.168,-0.134
1625494242636,2021-07-05T10.10.42.636,194.745,0.984,-0.179,-0.114
1625494242646,2021-07-05T10.10.42.646,194.755,0.986,-0.177,-0.089
1625494242656,2021-07-05T10.10.42.656,194.765,0.986,-0.175,-0.089
1625494242667,2021-07-05T10.10.42.667,194.776,0.981,-0.180,-0.078
1625494242677,2021-07-05T10.10.42.677,194.786,0.992,-0.175,-0.045
1625494242687,2021-07-05T10.10.42.687,194.796,0.995,-0.167,-0.035
1625494242697,2021-07-05T10.10.42.697,194.806,0.994,-0.167,-0.031
1625494242706,2021-07-05T10.10.42.706,194.815,0.989,-0.154,-0.009
1625494242717,2021-07-05T10.10.42.717,194.826,0.992,-0.145,0.007
1625494242727,2021-07-05T10.10.42.727,194.836,0.995,-0.140,0.008
1625494242737,2021-07-05T10.10.42.737,194.846,1.000,-0.127,0.019
1625494242747,2021-07-05T10.10.42.747,194.856,1.000,-0.114,0.029
1625494242758,2021-07-05T10.10.42.758,194.867,1.002,-0.104,0.036
1625494242768,2021-07-05T10.10.42.768,194.877,1.000,-0.094,0.037
1625494242778,2021-07-05T10.10.42.778,194.887,0.999,-0.074,0.046
1625494242788,2021-07-05T10.10.42.788,194.897,0.998,-0.059,0.050
1625494242799,2021-07-05T10.10.42.799,194.908,1.005,-0.051,0.049
1625494242809,2021-07-05T10.10.42.809,194.918,1.005,-0.036,0.052
1625494242818,2021-07-05T10.10.42.818,194.927,1.001,-0.014,0.049
1625494242828,2021-07-05T10.10.42.828,194.937,1.000,-0.002,0.046
1625494242838,2021-07-05T10.10.42.838,194.947,0.999,0.009,0.045
1625494242848,2021-07-05T10.10.42.848,194.957,1.004,0.026,0.037
1625494242859,2021-07-05T10.10.42.859,194.968,1.001,0.039,0.026
1625494242869,2021-07-05T10.10.42.869,194.978,1.000,0.046,0.021
1625494242879,2021-07-05T10.10.42.879,194.988,0.993,0.059,0.013
